;id;atlas_id;ontology_id;acronym;name;color_hex_triplet;graph_order;st_level;hemisphere_id;parent_structure_id
303;906;820.0;1;RSPagl6a;Retrosplenial area, lateral agranular part, layer 6a;1AA698;302;11;3;894.0
304;279;883.0;1;RSPagl6b;Retrosplenial area, lateral agranular part, layer 6b;1AA698;303;11;3;894.0
305;480149258;;1;VISmma;Mediomedial anterior visual area;1AA698;304;10;3;894.0
306;480149262;;1;VISmma1;Mediomedial anterior visual area, layer 1;1AA698;305;11;3;480149258.0
307;480149266;;1;VISmma2/3;Mediomedial anterior visual area, layer 2/3;1AA698;306;11;3;480149258.0
308;480149270;;1;VISmma4;Mediomedial anterior visual area, layer 4;1AA698;307;11;3;480149258.0
309;480149274;;1;VISmma5;Mediomedial anterior visual area,layer 5;1AA698;308;11;3;480149258.0
310;480149278;;1;VISmma6a;Mediomedial anterior visual area, layer 6a;1AA698;309;11;3;480149258.0
311;480149282;;1;VISmma6b;Mediomedial anterior visual area, layer 6b;1AA698;310;11;3;480149258.0
312;480149286;;1;VISmmp;Mediomedial posterior visual area;1AA698;311;10;3;894.0
313;480149290;;1;VISmmp1;Mediomedial posterior visual area, layer 1;1AA698;312;11;3;480149286.0
314;480149294;;1;VISmmp2/3;Mediomedial posterior visual area, layer 2/3;1AA698;313;11;3;480149286.0
315;480149298;;1;VISmmp4;Mediomedial posterior visual area, layer 4;1AA698;314;11;3;480149286.0
316;480149302;;1;VISmmp5;Mediomedial posterior visual area,layer 5;1AA698;315;11;3;480149286.0
317;480149306;;1;VISmmp6a;Mediomedial posterior visual area, layer 6a;1AA698;316;11;3;480149286.0
318;480149310;;1;VISmmp6b;Mediomedial posterior visual area, layer 6b;1AA698;317;11;3;480149286.0
319;480149314;;1;VISm;Medial visual area;1AA698;318;10;3;894.0
320;480149318;;1;VISm1;Medial visual area, layer 1;1AA698;319;11;3;480149314.0
321;480149322;;1;VISm2/3;Medial visual area, layer 2/3;1AA698;320;11;3;480149314.0
322;480149326;;1;VISm4;Medial visual area, layer 4;1AA698;321;11;3;480149314.0
323;480149330;;1;VISm5;Medial visual area,layer 5;1AA698;322;11;3;480149314.0
324;480149334;;1;VISm6a;Medial visual area, layer 6a;1AA698;323;11;3;480149314.0
325;480149338;;1;VISm6b;Medial visual area, layer 6b;1AA698;324;11;3;480149314.0
326;879;392.0;1;RSPd;Retrosplenial area, dorsal part;1AA698;325;9;3;254.0
327;442;1045.0;1;RSPd1;Retrosplenial area, dorsal part, layer 1;1AA698;326;11;3;879.0
328;434;761.0;1;RSPd2/3;Retrosplenial area, dorsal part, layer 2/3;1AA698;327;11;3;879.0
329;545;1058.0;1;RSPd4;Retrosplenial area, dorsal part, layer 4;1AA698;328;11;3;879.0
330;610;1066.0;1;RSPd5;Retrosplenial area, dorsal part, layer 5;1AA698;329;11;3;879.0
331;274;1024.0;1;RSPd6a;Retrosplenial area, dorsal part, layer 6a;1AA698;330;11;3;879.0
332;330;1031.0;1;RSPd6b;Retrosplenial area, dorsal part, layer 6b;1AA698;331;11;3;879.0
333;886;393.0;1;RSPv;Retrosplenial area, ventral part;1AA698;332;9;3;254.0
334;542;633.0;1;RSPv1;Retrosplenial area, ventral part, layer 1;1AA698;333;11;3;886.0
335;606;641.0;1;RSPv2;Retrosplenial area, ventral part, layer 2;1AA698;334;11;3;886.0
336;430;619.0;1;RSPv2/3;Retrosplenial area, ventral part, layer 2/3;1AA698;335;11;3;886.0
337;687;651.0;1;RSPv5;Retrosplenial area, ventral part, layer 5;1AA698;336;11;3;886.0
338;590;639.0;1;RSPv6a;Retrosplenial area, ventral part, layer 6a;1AA698;337;11;3;886.0
339;622;643.0;1;RSPv6b;Retrosplenial area, ventral part, layer 6b;1AA698;338;11;3;886.0
340;22;285.0;1;PTLp;Posterior parietal association areas;009FAC;339;6;3;315.0
341;532;1056.0;1;PTLp1;Posterior parietal association areas, layer 1;009FAC;340;11;3;22.0
342;241;454.0;1;PTLp2/3;Posterior parietal association areas, layer 2/3;009FAC;341;11;3;22.0
343;635;1069.0;1;PTLp4;Posterior parietal association areas, layer 4;009FAC;342;11;3;22.0
344;683;1075.0;1;PTLp5;Posterior parietal association areas, layer 5;009FAC;343;11;3;22.0
345;308;1028.0;1;PTLp6a;Posterior parietal association areas, layer 6a;009FAC;344;11;3;22.0
346;340;1032.0;1;PTLp6b;Posterior parietal association areas, layer 6b;009FAC;345;11;3;22.0
347;312782546;;1;VISa;Anterior area;009FAC;346;8;3;22.0
348;312782550;;1;VISa1;Anterior area, layer 1;009FAC;347;11;3;312782546.0
349;312782554;;1;VISa2/3;Anterior area, layer 2/3;009FAC;348;11;3;312782546.0
350;312782558;;1;VISa4;Anterior area, layer 4;009FAC;349;11;3;312782546.0
351;312782562;;1;VISa5;Anterior area, layer 5;009FAC;350;11;3;312782546.0
352;312782566;;1;VISa6a;Anterior area, layer 6a;009FAC;351;11;3;312782546.0
353;312782570;;1;VISa6b;Anterior area, layer 6b;009FAC;352;11;3;312782546.0
354;417;759.0;1;VISrl;Rostrolateral visual area;009FAC;353;8;3;22.0
355;312782604;;1;VISrl1;Rostrolateral area, layer 1;009FAC;354;11;3;417.0
356;312782608;;1;VISrl2/3;Rostrolateral area, layer 2/3;009FAC;355;11;3;417.0
357;312782612;;1;VISrl4;Rostrolateral area, layer 4;009FAC;356;11;3;417.0
358;312782616;;1;VISrl5;Rostrolateral area, layer 5;009FAC;357;11;3;417.0
359;312782620;;1;VISrl6a;Rostrolateral area, layer 6a;009FAC;358;11;3;417.0
360;312782624;;1;VISrl6b;Rostrolateral area, layer 6b;009FAC;359;11;3;417.0
361;541;350.0;1;TEa;Temporal association areas;15B0B3;360;6;3;315.0
362;97;1002.0;1;TEa1;Temporal association areas, layer 1;15B0B3;361;11;3;541.0
363;1127;706.0;1;TEa2/3;Temporal association areas, layer 2/3;15B0B3;362;11;3;541.0
364;234;1019.0;1;TEa4;Temporal association areas, layer 4;15B0B3;363;11;3;541.0
365;289;1026.0;1;TEa5;Temporal association areas, layer 5;15B0B3;364;11;3;541.0
366;729;1081.0;1;TEa6a;Temporal association areas, layer 6a;15B0B3;365;11;3;541.0
367;786;1088.0;1;TEa6b;Temporal association areas, layer 6b;15B0B3;366;11;3;541.0
368;922;256.0;1;PERI;Perirhinal area;0E9684;367;8;3;315.0
369;540;1057.0;1;PERI1;Perirhinal area, layer 1;0E9684;368;11;3;922.0
370;888;959.0;1;PERI2/3;Perirhinal area, layer 2/3;0E9684;369;11;3;922.0
371;692;1076.0;1;PERI5;Perirhinal area, layer 5;0E9684;370;11;3;922.0
372;335;890.0;1;PERI6a;Perirhinal area, layer 6a;0E9684;371;11;3;922.0
373;368;894.0;1;PERI6b;Perirhinal area, layer 6b;0E9684;372;11;3;922.0
374;895;111.0;1;ECT;Ectorhinal area;0D9F91;373;8;3;315.0
375;836;1094.0;1;ECT1;Ectorhinal area/Layer 1;0D9F91;374;11;3;895.0
376;427;1043.0;1;ECT2/3;Ectorhinal area/Layer 2/3;0D9F91;375;11;3;895.0
377;988;1113.0;1;ECT5;Ectorhinal area/Layer 5;0D9F91;376;11;3;895.0
378;977;1112.0;1;ECT6a;Ectorhinal area/Layer 6a;0D9F91;377;11;3;895.0
379;1045;1120.0;1;ECT6b;Ectorhinal area/Layer 6b;0D9F91;378;11;3;895.0
380;698;228.0;1;OLF;Olfactory areas;9AD2BD;379;5;3;695.0
381;507;204.0;1;MOB;Main olfactory bulb;9AD2BD;380;8;3;698.0
382;212;733.0;1;MOBgl;Main olfactory bulb, glomerular layer;82C7AE;381;11;3;507.0
383;220;734.0;1;MOBgr;Main olfactory bulb, granule layer;82C7AE;382;11;3;507.0
384;228;735.0;1;MOBipl;Main olfactory bulb, inner plexiform layer;9AD2BD;383;11;3;507.0
385;236;736.0;1;MOBmi;Main olfactory bulb, mitral layer;82C7AE;384;11;3;507.0
386;244;737.0;1;MOBopl;Main olfactory bulb, outer plexiform layer;9AD2BD;385;11;3;507.0
387;151;18.0;1;AOB;Accessory olfactory bulb;9DF0D2;386;8;3;698.0
388;188;730.0;1;AOBgl;Accessory olfactory bulb, glomerular layer;9DF0D2;387;11;3;151.0
389;196;731.0;1;AOBgr;Accessory olfactory bulb, granular layer;95E4C8;388;11;3;151.0
390;204;732.0;1;AOBmi;Accessory olfactory bulb, mitral layer;9DF0D2;389;11;3;151.0
391;159;19.0;1;AON;Anterior olfactory nucleus;54BF94;390;8;3;698.0
392;167;20.0;1;AONd;Anterior olfactory nucleus, dorsal part;54BF94;391;9;3;159.0
393;175;21.0;1;AONe;Anterior olfactory nucleus, external part;54BF94;392;9;3;159.0
394;183;22.0;1;AONl;Anterior olfactory nucleus, lateral part;54BF94;393;9;3;159.0
395;191;23.0;1;AONm;Anterior olfactory nucleus, medial part;54BF94;394;9;3;159.0
396;199;24.0;1;AONpv;Anterior olfactory nucleus, posteroventral part;54BF94;395;9;3;159.0
397;160;868.0;1;AON1;Anterior olfactory nucleus, layer 1;54BF94;396;11;3;159.0
398;168;869.0;1;AON2;Anterior olfactory nucleus, layer 2;54BF94;397;11;3;159.0
399;589;356.0;1;TT;Taenia tecta;62D09F;398;8;3;698.0
400;597;357.0;1;TTd;Taenia tecta, dorsal part;62D09F;399;9;3;589.0
401;297;744.0;1;TTd1-4;Taenia tecta, dorsal part, layers 1-4;62D09F;400;11;3;597.0
402;1034;836.0;1;TTd1;Taenia tecta, dorsal part, layer 1;62D09F;401;11;3;597.0
403;1042;837.0;1;TTd2;Taenia tecta, dorsal part, layer 2;62D09F;402;11;3;597.0
404;1050;838.0;1;TTd3;Taenia tecta, dorsal part, layer 3;62D09F;403;11;3;597.0
405;1059;839.0;1;TTd4;Taenia tecta, dorsal part, layer 4;62D09F;404;11;3;597.0
406;605;358.0;1;TTv;Taenia tecta, ventral part;62D09F;405;9;3;589.0
407;306;745.0;1;TTv1-3;Taenia tecta, ventral part, layers 1-3;62D09F;406;11;3;605.0
408;1067;840.0;1;TTv1;Taenia tecta, ventral part, layer 1;62D09F;407;11;3;605.0
409;1075;841.0;1;TTv2;Taenia tecta, ventral part, layer 2;62D09F;408;11;3;605.0
410;1082;842.0;1;TTv3;Taenia tecta, ventral part, layer 3;62D09F;409;11;3;605.0
411;814;384.0;1;DP;Dorsal peduncular area;A4DAA4;410;8;3;698.0
412;496;627.0;1;DP1;Dorsal peduncular area, layer 1;A4DAA4;411;11;3;814.0
413;535;632.0;1;DP2;Dorsal peduncular area, layer 2;A4DAA4;412;11;3;814.0
414;360;893.0;1;DP2/3;Dorsal peduncular area, layer 2/3;A4DAA4;413;11;3;814.0
415;646;646.0;1;DP5;Dorsal peduncular area, layer 5;A4DAA4;414;11;3;814.0
416;267;1023.0;1;DP6a;Dorsal peduncular area, layer 6a;A4DAA4;415;11;3;814.0
417;961;261.0;1;PIR;Piriform area;6ACBBA;416;8;3;698.0
418;152;867.0;1;PIR1-3;Piriform area, layers 1-3;6ACBBA;417;11;3;961.0
419;276;741.0;1;PIR1;Piriform area, molecular layer;6ACBBA;418;11;3;961.0
420;284;742.0;1;PIR2;Piriform area, pyramidal layer;6ACBBA;419;11;3;961.0
421;291;743.0;1;PIR3;Piriform area, polymorph layer;6ACBBA;420;11;3;961.0
422;619;218.0;1;NLOT;Nucleus of the lateral olfactory tract;95E4C8;421;8;3;698.0
423;392;897.0;1;NLOT1-3;Nucleus of the lateral olfactory tract, layers 1-3;95E4C8;422;11;3;619.0
424;260;739.0;1;NLOT1;Nucleus of the lateral olfactory tract, molecular layer;95E4C8;423;11;3;619.0
425;268;740.0;1;NLOT2;Nucleus of the lateral olfactory tract, pyramidal layer;95E4C8;424;11;3;619.0
426;1139;1137.0;1;NLOT3;Nucleus of the lateral olfactory tract, layer 3;95E4C8;425;11;3;619.0
427;631;78.0;1;COA;Cortical amygdalar area;61E7B7;426;8;3;698.0
428;639;79.0;1;COAa;Cortical amygdalar area, anterior part;61E7B7;427;9;3;631.0
429;192;872.0;1;COAa1;Cortical amygdalar area, anterior part, layer 1;61E7B7;428;11;3;639.0
430;200;873.0;1;COAa2;Cortical amygdalar area, anterior part, layer 2;61E7B7;429;11;3;639.0
431;208;874.0;1;COAa3;Cortical amygdalar area, anterior part, layer 3;61E7B7;430;11;3;639.0
432;647;80.0;1;COAp;Cortical amygdalar area, posterior part;61E7B7;431;9;3;631.0
433;655;81.0;1;COApl;Cortical amygdalar area, posterior part, lateral zone;61E7B7;432;10;3;647.0
434;584;921.0;1;COApl1-2;Cortical amygdalar area, posterior part, lateral zone, layers 1-2;61E7B7;433;11;3;655.0
435;376;895.0;1;COApl1-3;Cortical amygdalar area, posterior part, lateral zone, layers 1-3;61E7B7;434;11;3;655.0
436;216;875.0;1;COApl1;Cortical amygdalar area, posterior part, lateral zone, layer 1;61E7B7;435;11;3;655.0
437;224;876.0;1;COApl2;Cortical amygdalar area, posterior part, lateral zone, layer 2;61E7B7;436;11;3;655.0
438;232;877.0;1;COApl3;Cortical amygdalar area, posterior part, lateral zone, layer 3;61E7B7;437;11;3;655.0
439;663;82.0;1;COApm;Cortical amygdalar area, posterior part, medial zone;61E7B7;438;10;3;647.0
440;592;922.0;1;COApm1-2;Cortical amygdalar area, posterior part, medial zone, layers 1-2;61E7B7;439;11;3;663.0
441;383;896.0;1;COApm1-3;Cortical amygdalar area, posterior part, medial zone, layers 1-3;61E7B7;440;11;3;663.0
442;240;878.0;1;COApm1;Cortical amygdalar area, posterior part, medial zone, layer 1;61E7B7;441;11;3;663.0
443;248;879.0;1;COApm2;Cortical amygdalar area, posterior part, medial zone, layer 2;61E7B7;442;11;3;663.0
444;256;880.0;1;COApm3;Cortical amygdalar area, posterior part, medial zone, layer 3;61E7B7;443;11;3;663.0
445;788;239.0;1;PAA;Piriform-amygdalar area;59DAAB;444;8;3;698.0
446;400;898.0;1;PAA1-3;Piriform-amygdalar area, layers 1-3;59DAAB;445;11;3;788.0
447;408;899.0;1;PAA1;Piriform-amygdalar area, molecular layer;59DAAB;446;11;3;788.0
448;416;900.0;1;PAA2;Piriform-amygdalar area, pyramidal layer;59DAAB;447;11;3;788.0
449;424;901.0;1;PAA3;Piriform-amygdalar area, polymorph layer;59DAAB;448;11;3;788.0
450;566;353.0;1;TR;Postpiriform transition area;A8ECD3;449;8;3;698.0
451;517;913.0;1;TR1-3;Postpiriform transition area, layers 1-3;A8ECD3;450;11;3;566.0
452;1140;1138.0;1;TR1;Postpiriform transition area, layers 1;A8ECD3;451;11;3;566.0
453;1141;1139.0;1;TR2;Postpiriform transition area, layers 2;A8ECD3;452;11;3;566.0
454;1142;1140.0;1;TR3;Postpiriform transition area, layers 3;A8ECD3;453;11;3;566.0
455;1089;135.0;1;HPF;Hippocampal formation;7ED04B;454;5;3;695.0
456;1080;134.0;1;HIP;Hippocampal region;7ED04B;455;6;3;1089.0
457;375;46.0;1;CA;Ammon's horn;7ED04B;456;8;3;1080.0
458;382;47.0;1;CA1;Field CA1;7ED04B;457;9;3;375.0
459;391;48.0;1;CA1slm;Field CA1, stratum lacunosum-moleculare;7ED04B;458;11;3;382.0
460;399;49.0;1;CA1so;Field CA1, stratum oriens;7ED04B;459;11;3;382.0
461;407;50.0;1;CA1sp;Field CA1, pyramidal layer;66A83D;460;11;3;382.0
462;415;51.0;1;CA1sr;Field CA1, stratum radiatum;7ED04B;461;11;3;382.0
463;423;52.0;1;CA2;Field CA2;7ED04B;462;9;3;375.0
464;431;53.0;1;CA2slm;Field CA2, stratum lacunosum-moleculare;7ED04B;463;11;3;423.0
465;438;54.0;1;CA2so;Field CA2, stratum oriens;7ED04B;464;11;3;423.0
466;446;55.0;1;CA2sp;Field CA2, pyramidal layer;66A83D;465;11;3;423.0
467;454;56.0;1;CA2sr;Field CA2, stratum radiatum;7ED04B;466;11;3;423.0
468;463;57.0;1;CA3;Field CA3;7ED04B;467;9;3;375.0
469;471;58.0;1;CA3slm;Field CA3, stratum lacunosum-moleculare;7ED04B;468;11;3;463.0
470;479;59.0;1;CA3slu;Field CA3, stratum lucidum;7ED04B;469;11;3;463.0
471;486;60.0;1;CA3so;Field CA3, stratum oriens;7ED04B;470;11;3;463.0
472;495;61.0;1;CA3sp;Field CA3, pyramidal layer;66A83D;471;11;3;463.0
473;504;62.0;1;CA3sr;Field CA3, stratum radiatum;7ED04B;472;11;3;463.0
474;726;90.0;1;DG;Dentate gyrus;7ED04B;473;8;3;1080.0
475;10703;;1;DG-mo;Dentate gyrus, molecular layer;7ED04B;474;11;3;726.0
476;10704;;1;DG-po;Dentate gyrus, polymorph layer;7ED04B;475;11;3;726.0
477;632;927.0;1;DG-sg;Dentate gyrus, granule cell layer;66A83D;476;11;3;726.0
478;10702;;1;DG-sgz;Dentate gyrus, subgranular zone;7ED04B;477;11;3;726.0
479;734;91.0;1;DGcr;Dentate gyrus crest;7ED04B;478;9;3;726.0
480;742;92.0;1;DGcr-mo;Dentate gyrus crest, molecular layer;7ED04B;479;11;3;734.0
481;751;93.0;1;DGcr-po;Dentate gyrus crest, polymorph layer;7ED04B;480;11;3;734.0
482;758;94.0;1;DGcr-sg;Dentate gyrus crest, granule cell layer;7ED04B;481;11;3;734.0
483;766;95.0;1;DGlb;Dentate gyrus lateral blade;7ED04B;482;9;3;726.0
484;775;96.0;1;DGlb-mo;Dentate gyrus lateral blade, molecular layer;7ED04B;483;11;3;766.0
485;782;97.0;1;DGlb-po;Dentate gyrus lateral blade, polymorph layer;7ED04B;484;11;3;766.0
486;790;98.0;1;DGlb-sg;Dentate gyrus lateral blade, granule cell layer;7ED04B;485;11;3;766.0
487;799;99.0;1;DGmb;Dentate gyrus medial blade;7ED04B;486;9;3;726.0
488;807;100.0;1;DGmb-mo;Dentate gyrus medial blade, molecular layer;7ED04B;487;11;3;799.0
489;815;101.0;1;DGmb-po;Dentate gyrus medial blade, polymorph layer;7ED04B;488;11;3;799.0
490;823;102.0;1;DGmb-sg;Dentate gyrus medial blade, granule cell layer;7ED04B;489;11;3;799.0
491;982;122.0;1;FC;Fasciola cinerea;7ED04B;490;8;3;1080.0
492;19;143.0;1;IG;Induseum griseum;7ED04B;491;8;3;1080.0
493;822;385.0;1;RHP;Retrohippocampal region;32B825;492;6;3;1089.0
494;909;113.0;1;ENT;Entorhinal area;32B825;493;8;3;822.0
495;918;114.0;1;ENTl;Entorhinal area, lateral part;32B825;494;9;3;909.0
496;1121;988.0;1;ENTl1;Entorhinal area, lateral part, layer 1;32B825;495;11;3;918.0
497;20;992.0;1;ENTl2;Entorhinal area, lateral part, layer 2;32B825;496;11;3;918.0
498;999;973.0;1;ENTl2/3;Entorhinal area, lateral part, layer 2/3;32B825;497;11;3;918.0
499;715;1079.0;1;ENTl2a;Entorhinal area, lateral part, layer 2a;32B825;498;11;3;918.0
500;764;1085.0;1;ENTl2b;Entorhinal area, lateral part, layer 2b;32B825;499;11;3;918.0
501;52;996.0;1;ENTl3;Entorhinal area, lateral part, layer 3;32B825;500;11;3;918.0
502;92;1001.0;1;ENTl4;Entorhinal area, lateral part, layer 4;32B825;501;11;3;918.0
503;312;887.0;1;ENTl4/5;Entorhinal area, lateral part, layer 4/5;32B825;502;11;3;918.0
504;139;1007.0;1;ENTl5;Entorhinal area, lateral part, layer 5;32B825;503;11;3;918.0
505;387;1038.0;1;ENTl5/6;Entorhinal area, lateral part, layer 5/6;32B825;504;11;3;918.0
506;28;993.0;1;ENTl6a;Entorhinal area, lateral part, layer 6a;32B825;505;11;3;918.0
507;60;997.0;1;ENTl6b;Entorhinal area, lateral part, layer 6b;32B825;506;11;3;918.0
508;926;115.0;1;ENTm;Entorhinal area, medial part, dorsal zone;32B825;507;9;3;909.0
509;526;914.0;1;ENTm1;Entorhinal area, medial part, dorsal zone, layer 1;32B825;508;11;3;926.0
510;543;916.0;1;ENTm2;Entorhinal area, medial part, dorsal zone, layer 2;32B825;509;11;3;926.0
511;468;1048.0;1;ENTm2a;Entorhinal area, medial part, dorsal zone, layer 2a;32B825;510;11;3;926.0
512;508;1053.0;1;ENTm2b;Entorhinal area, medial part, dorsal zone, layer 2b;32B825;511;11;3;926.0
513;664;931.0;1;ENTm3;Entorhinal area, medial part, dorsal zone, layer 3;32B825;512;11;3;926.0
514;712;937.0;1;ENTm4;Entorhinal area, medial part, dorsal zone, layer 4;32B825;513;11;3;926.0
515;727;939.0;1;ENTm5;Entorhinal area, medial part, dorsal zone, layer 5;32B825;514;11;3;926.0
516;550;634.0;1;ENTm5/6;Entorhinal area, medial part, dorsal zone, layer 5/6;32B825;515;11;3;926.0
517;743;941.0;1;ENTm6;Entorhinal area, medial part, dorsal zone, layer 6;32B825;516;11;3;926.0
518;934;116.0;1;ENTmv;Entorhinal area, medial part, ventral zone;32B825;517;9;3;909.0
519;259;1022.0;1;ENTmv1;Entorhinal area, medial part, ventral zone, layer 1;32B825;518;11;3;934.0
520;324;1030.0;1;ENTmv2;Entorhinal area, medial part, ventral zone, layer 2;32B825;519;11;3;934.0
521;371;1036.0;1;ENTmv3;Entorhinal area, medial part, ventral zone, layer 3;32B825;520;11;3;934.0
522;419;1042.0;1;ENTmv4;Entorhinal area, medial part, ventral zone, layer 4;32B825;521;11;3;934.0
523;1133;1131.0;1;ENTmv5/6;Entorhinal area, medial part, ventral zone, layer 5/6;32B825;522;11;3;934.0
524;843;246.0;1;PAR;Parasubiculum;72D569;523;8;3;822.0
525;10693;;1;PAR1;Parasubiculum, layer 1;72D569;524;11;3;843.0
526;10694;;1;PAR2;Parasubiculum, layer 2;72D569;525;11;3;843.0
527;10695;;1;PAR3;Parasubiculum, layer 3;72D569;526;11;3;843.0
528;1037;270.0;1;POST;Postsubiculum;48C83C;527;8;3;822.0
529;10696;;1;POST1;Postsubiculum, layer 1;48C83C;528;11;3;1037.0
530;10697;;1;POST2;Postsubiculum, layer 2;48C83C;529;11;3;1037.0
531;10698;;1;POST3;Postsubiculum, layer 3;48C83C;530;11;3;1037.0
532;1084;276.0;1;PRE;Presubiculum;59B947;531;8;3;822.0
533;10699;;1;PRE1;Presubiculum, layer 1;59B947;532;11;3;1084.0
534;10700;;1;PRE2;Presubiculum, layer 2;59B947;533;11;3;1084.0
535;10701;;1;PRE3;Presubiculum, layer 3;59B947;534;11;3;1084.0
536;502;345.0;1;SUB;Subiculum;4FC244;535;8;3;822.0
537;509;346.0;1;SUBd;Subiculum, dorsal part;4FC244;536;9;3;502.0
538;829;386.0;1;SUBd-m;Subiculum, dorsal part, molecular layer;4FC244;537;11;3;509.0
539;845;388.0;1;SUBd-sp;Subiculum, dorsal part, pyramidal layer;4BB547;538;11;3;509.0
540;837;387.0;1;SUBd-sr;Subiculum, dorsal part, stratum radiatum;4FC244;539;11;3;509.0
541;518;347.0;1;SUBv;Subiculum, ventral part;4FC244;540;9;3;502.0
542;853;389.0;1;SUBv-m;Subiculum, ventral part, molecular layer;4FC244;541;11;3;518.0
543;870;391.0;1;SUBv-sp;Subiculum, ventral part, pyramidal layer;4BB547;542;11;3;518.0
544;861;390.0;1;SUBv-sr;Subiculum, ventral part, stratum radiatum;4FC244;543;11;3;518.0
545;484682470;;1;ProS;Prosubiculum;58BA48;544;8;3;822.0
546;484682475;;1;ProSd;Prosubiculum, dorsal part;58BA48;545;9;3;484682470.0
547;484682479;;1;ProSd-m;Prosubiculum, dorsal part, molecular layer;58BA48;546;11;3;484682475.0
548;484682483;;1;ProSd-sp;Prosubiculum, dorsal part, pyramidal layer;56B84B;547;11;3;484682475.0
549;484682487;;1;ProSd-sr;Prosubiculum, dorsal part, stratum radiatum;58BA48;548;11;3;484682475.0
550;484682492;;1;ProSv;Prosubiculum, ventral part;58BA48;549;9;3;484682470.0
551;484682496;;1;ProSv-m;Prosubiculum, ventral part, molecular layer;58BA48;550;11;3;484682492.0
552;484682500;;1;ProSv-sp;Prosubiculum, ventral part, pyramidal layer;56B84B;551;11;3;484682492.0
553;484682504;;1;Prosv-sr;Prosubiculum, ventral part, stratum radiatum;58BA48;552;11;3;484682492.0
554;589508447;;1;HATA;Hippocampo-amygdalar transition area;33B932;553;8;3;822.0
555;484682508;;1;APr;Area prostriata;33B932;554;8;3;822.0
556;703;87.0;1;CTXsp;Cortical subplate;8ADA87;555;5;3;688.0
557;16;1.0;1;6b;Layer 6b, isocortex;8ADA87;556;11;3;703.0
558;583;72.0;1;CLA;Claustrum;8ADA87;557;8;3;703.0
559;942;117.0;1;EP;Endopiriform nucleus;A0EE9D;558;8;3;703.0
560;952;118.0;1;EPd;Endopiriform nucleus, dorsal part;A0EE9D;559;9;3;942.0
561;966;120.0;1;EPv;Endopiriform nucleus, ventral part;A0EE9D;560;9;3;942.0
562;131;157.0;1;LA;Lateral amygdalar nucleus;90EB8D;561;8;3;703.0
563;295;36.0;1;BLA;Basolateral amygdalar nucleus;9DE79C;562;8;3;703.0
564;303;37.0;1;BLAa;Basolateral amygdalar nucleus, anterior part;9DE79C;563;9;3;295.0
565;311;38.0;1;BLAp;Basolateral amygdalar nucleus, posterior part;9DE79C;564;9;3;295.0
566;451;763.0;1;BLAv;Basolateral amygdalar nucleus, ventral part;9DE79C;565;9;3;295.0
567;319;39.0;1;BMA;Basomedial amygdalar nucleus;84EA81;566;8;3;703.0
568;327;40.0;1;BMAa;Basomedial amygdalar nucleus, anterior part;84EA81;567;9;3;319.0
569;334;41.0;1;BMAp;Basomedial amygdalar nucleus, posterior part;84EA81;568;9;3;319.0
570;780;238.0;1;PA;Posterior amygdalar nucleus;97EC93;569;8;3;703.0
571;623;77.0;1;CNU;Cerebral nuclei;98D6F9;570;3;3;567.0
572;477;342.0;1;STR;Striatum;98D6F9;571;5;3;623.0
573;485;343.0;1;STRd;Striatum dorsal region;98D6F9;572;6;3;477.0
574;672;83.0;1;CP;Caudoputamen;98D6F9;573;8;3;485.0
575;493;344.0;1;STRv;Striatum ventral region;80CDF8;574;6;3;477.0
576;56;6.0;1;ACB;Nucleus accumbens;80CDF8;575;8;3;493.0
577;998;124.0;1;FS;Fundus of striatum;80CDF8;576;8;3;493.0
578;754;235.0;1;OT;Olfactory tubercle;80CDF8;577;8;3;493.0
579;481;767.0;1;isl;Islands of Calleja;80CDF8;578;9;3;754.0
580;489;768.0;1;islm;Major island of Calleja;80CDF8;579;9;3;754.0
581;144;866.0;1;OT1-3;Olfactory tubercle, layers 1-3;80CDF8;580;11;3;754.0
582;458;764.0;1;OT1;Olfactory tubercle, molecular layer;80CDF8;581;11;3;754.0
583;465;765.0;1;OT2;Olfactory tubercle, pyramidal layer;80CDF8;582;11;3;754.0
584;473;766.0;1;OT3;Olfactory tubercle, polymorph layer;80CDF8;583;11;3;754.0
585;549009199;;1;LSS;Lateral strip of striatum;80CDF8;584;8;3;493.0
586;275;175.0;1;LSX;Lateral septal complex;90CBED;585;6;3;477.0
587;242;171.0;1;LS;Lateral septal nucleus;90CBED;586;8;3;275.0
588;250;172.0;1;LSc;Lateral septal nucleus, caudal (caudodorsal) part;90CBED;587;9;3;242.0
589;258;173.0;1;LSr;Lateral septal nucleus, rostral (rostroventral) part;90CBED;588;9;3;242.0
590;266;174.0;1;LSv;Lateral septal nucleus, ventral part;90CBED;589;9;3;242.0
591;310;321.0;1;SF;Septofimbrial nucleus;90CBED;590;8;3;275.0
592;333;324.0;1;SH;Septohippocampal nucleus;90CBED;591;8;3;275.0
593;278;317.0;1;sAMY;Striatum-like amygdalar nuclei;80C0E2;592;6;3;477.0
594;23;2.0;1;AAA;Anterior amygdalar area;80C0E2;593;8;3;278.0
595;292;460.0;1;BA;Bed nucleus of the accessory olfactory tract;80C0E2;594;8;3;278.0
596;536;66.0;1;CEA;Central amygdalar nucleus;80C0E2;595;8;3;278.0
597;544;67.0;1;CEAc;Central amygdalar nucleus, capsular part;80C0E2;596;9;3;536.0
